Date,BlkTank,Aquarium,NutLevel,SampleTime,ActualTime,Conductivity,Temp,mV,InflowRate,pH,Notes,,,,,,,,,,,,
12/4/2015,B,52,Ambient,10:00,9:38,58.1,25.49,-46.8,39,7.898356573,,,,,,,,,,,,,
12/4/2015,B,53,Med,10:00,9:36,58,25.36,-47.2,28,7.9069456,,,,,,,,,,,,,
12/4/2015,B,54,Med,10:00,9:32,58,25.36,-45.9,30,7.884997683,,,,,,,,,,,,,
12/4/2015,B,55,Med,10:00,9:33,58.1,25.37,-47,32,7.903427644,,,,,,,,,,,,,
12/4/2015,B,56,Med,10:00,9:27,57.7,25.38,-45,31,7.86952253,,,,,,,,,,,,,
12/4/2015,B,57,High,10:00,9:37,58.1,25.44,-49.5,30,7.944634503,,,,,,,,,,,,,
12/4/2015,B,58,High,10:00,9:39,58.2,25.55,-48,31,7.917756221,,,,,,,,,,,,,
12/4/2015,B,59,High,10:00,9:28,57.7,25.42,-43.8,28,7.84870615,,,,,,,,,,,,,
12/4/2015,B,60,High,10:00,9:34,57.9,25.33,-46,30,7.887108372,,,,,,,,,,,,,
12/4/2015,C,61,Ambient,10:00,9:48,58,25.43,-48.6,33,7.929586093,,,,,,,,,,,,,
12/4/2015,C,62,Ambient,10:00,9:49,58.2,25.49,-47.6,32,7.911857104,,,,,,,,,,,,,
12/4/2015,C,63,Ambient,10:00,9:42,58.3,25.55,-47.5,39,7.909320084,,,,,,,,,,,,,
12/4/2015,C,64,Ambient,10:00,9:40,58.1,25.51,-47,35,7.901449104,,,,,,,,,,,,,
12/4/2015,C,65,Med,10:00,9:44,58.2,25.42,-48.7,29,7.93141629,,,,,,,,,,,,,
12/4/2015,C,66,Med,10:00,9:49,57.7,25.56,-49,29,7.934486086,,,,,,,,,,,,,
12/4/2015,C,67,Med,10:00,9:41,58,25.5,-48.6,31,7.928590561,,,,,,,,,,,,,
12/4/2015,C,68,Med,10:00,9:43,58.2,25.55,-47.5,30,7.909320084,,,,,,,,,,,,,
12/4/2015,C,69,High,10:00,9:45,58.1,25.43,-45.8,28,7.882324739,,,,,,,,,,,,,
12/4/2015,C,70,High,10:00,9:46,58.1,25.4,-45.7,30,7.88105863,,,,,,,,,,,,,
12/4/2015,C,71,High,10:00,9:47,58.2,25.43,-46.9,30,7.900891699,,,,,,,,,,,,,
12/4/2015,C,72,High,10:00,9:43,58.2,25.51,-46.3,32,7.889636931,,,,,,,,,,,,,
12/4/2015,Header,Gray,Ambient,10:00,9:24,57.3,25.02,-47.5,,7.916828503,,,,,,,,,,,,,
12/4/2015,Header,Pink,Med,10:00,9:24,57.6,25.01,-48.4,,7.932182827,,,,,,,,,,,,,
12/4/2015,Header,Red,High,10:00,9:25,57.4,24.95,-48.6,,7.936417876,,,,,,,,,,,,,
